Question ID,Domain,Question Text,Question Type
H.2.11,H. Access Control,"Are user IDs and passwords communicated/distributed via separate media e.g., e-mail and phone?","Yes,No,N/A"
H.3,H. Access Control,Is Multi-Factor Authentication (MFA) utilized?,"Yes,No,N/A"
H.3.1,H. Access Control,Is Multi-Factor Authentication required for Privileged System Access?,"Yes,No,N/A"
H.3.2,H. Access Control,Is Multi-Factor Authentication required for scoped systems and data access?,"Yes,No,N/A"
H.3.3,H. Access Control,Is Multi-Factor Authentication available for client accounts?,"Yes,No,N/A"
H.4,H. Access Control,"Is there an internet-accessible self-service portal available that allows clients to provision, audit, modify, and remove user entitlements?","Yes,No,N/A"
H.5,H. Access Control,Are documented log-on banner requirements maintained?,"Yes,No,N/A"
H.6,H. Access Control,"Does the organization proactively govern account management of individual, group, system, application, guest, and temporary accounts?","Yes,No,N/A"
H.7,H. Access Control,Does the organization have a process for end users to acknowledge and accept remote desktop support prior to another user taking control of their system?,"Yes,No,N/A"
H.13,H. Access Control,"Are identity assertions protected, conveyed, and verified before access to resources is granted?","Yes,No,N/A"
I.1,I. Application Management,"Are applications used to transmit, process, or store scoped data?","Yes,No,N/A"
I.1.1,I. Application Management,"Are the development, testing, and staging environments kept separate from the production environment?","Yes,No,N/A"
I.1.1.1,I. Application Management,"Are development, test, and staging environments separated from the production environment physically and logically?","Yes,No,N/A"
I.1.2,I. Application Management,Is there an individual or group responsible for Application Security?,"Yes,No,N/A"
I.1.2.1,I. Application Management,Do application security experts work with developers for every application?,"Yes,No,N/A"
I.1.3,I. Application Management,"Is there an established IT Architecture Plan that defines Secure Architectural Design Standards for application security requirements that is approved by management, communicated to constituents, and has an owner to maintain and review?","Yes,No,N/A"
I.1.4,I. Application Management,Are outside development resources utilized?,"Yes,No,N/A"
I.1.5,I. Application Management,"Is scoped data used in the test, development, or QA environments?","Yes,No,N/A"
I.1.5.1,I. Application Management,Is authorization required when production data is copied to the test environment?,"Yes,No,N/A"
I.1.5.2,I. Application Management,Is test data destroyed following the testing phase?,"Yes,No,N/A"
I.1.6,I. Application Management,"Is there formal training for developers that includes security and privacy functions, controls, and mechanisms?","Yes,No,N/A"
I.1.7,I. Application Management,Do changes to applications or application code go through a risk assessment?,"Yes,No,N/A"
I.1.7.1,I. Application Management,Is a security architecture risk analysis performed when new applications are designed?,"Yes,No,N/A"
I.1.8,I. Application Management,Are the risks from internal and external sources clearly understood based on risk exposure?,"Yes,No,N/A"
I.1.9,I. Application Management,"Are system, vendor, or service accounts disabled for normal operations and monitored for usage?","Yes,No,N/A"
I.1.10,I. Application Management,"Are web applications configured to follow best practices or security guidelines e.g., OWASP?","Yes,No,N/A"
I.1.10.1,I. Application Management,"Does the organization have a policy or procedure to control access to source code (e.g., designs, specifications) and developmental tools (e.g., compilers, builders, integration tools)?","Yes,No,N/A"
I.1.11,I. Application Management,Do IT support personnel have access to application source libraries?,"Yes,No,N/A"
I.1.12,I. Application Management,Is all access to application source libraries logged?,"Yes,No,N/A"
I.1.12.1,I. Application Management,Are audit logs maintained and reviewed for all application source library updates?,"Yes,No,N/A"
I.1.13,I. Application Management,"Are developers permitted to access production environments, including read only access?","Yes,No,N/A"
I.2,I. Application Management,Is application development performed?,"Yes,No,N/A"
I.2.1,I. Application Management,"Is there a secure software development lifecycle policy that has been approved by management, communicated to appropriate constituents and an owner to maintain, and review the policy?","Yes,No,N/A"
I.2.2,I. Application Management,Is there a formal Software Development Life Cycle (SDLC) process?,"Yes,No,N/A"
I.2.3,I. Application Management,Is security testing conducted on applications before production?,"Yes,No,N/A"
I.2.3.1,I. Application Management,Do pre-production application security reviews include testing procedures to determine whether security features are effective?,"Yes,No,N/A"
I.2.4,I. Application Management,Is there a documented application change management/change control process for applications with scoped data?,"Yes,No,N/A"
I.2.4.1,I. Application Management,Does the application Change Management/Change Control process include change control procedures required for all changes to the production environment?,"Yes,No,N/A"
I.2.4.2,I. Application Management,Does the application Change Management/Change Control process include testing prior to deployment?,"Yes,No,N/A"
I.2.4.3,I. Application Management,Does the application Change Management/Change Control process include management approval prior to deployment?,"Yes,No,N/A"
I.2.4.4,I. Application Management,Does the change management process include stakeholder communication and a list of authorized approvers?,"Yes,No,N/A"
I.2.4.5,I. Application Management,Does the application change management/change control process include an impact assessment to review all affected systems and applications?,"Yes,No,N/A"
I.2.4.6,I. Application Management,Does the application change management/change control process include documentation for all system changes?,"Yes,No,N/A"
I.2.4.7,I. Application Management,Does the application change management/change control process include version control for all software?,"Yes,No,N/A"
I.2.5,I. Application Management,"Is external code in application documentation identified, reviewed for security flaws, and updated every six months?","Yes,No,N/A"
I.2.6,I. Application Management,"Is open-source software or libraries used to transmit, process, or store scoped data?","Yes,No,N/A"
I.2.6.1,I. Application Management,"Are information security reviews conducted and approved for the use or installation of open-source software e.g., Linux, Apache, etc.?","Yes,No,N/A"
I.2.7,I. Application Management,Is a Secure Code Review performed regularly?,"Yes,No,N/A"
I.2.7.1,I. Application Management,Do Secure Code Reviews include regular analysis of vulnerability to recent attacks?,"Yes,No,N/A"
I.3,I. Application Management,"Is a web site or web application supported, hosted, or maintained that processes scoped systems and data?","Yes,No,N/A"
I.3.1,I. Application Management,Are security configuration standards documented for web server software?,"Yes,No,N/A"
I.3.2,I. Application Management,Is an Application Programming Interface (API) available to clients?,"Yes,No,N/A"
I.3.2.1,I. Application Management,Is there a formal security program established to include API security reviews and API design?,"Yes,No,N/A"
I.3.2.2,I. Application Management,Is scoped data encrypted in transit within the API for both request and response?,"Yes,No,N/A"
I.3.2.3,I. Application Management,Are APIs tested for security weaknesses?,"Yes,No,N/A"
I.3.2.4,I. Application Management,Can a client manage access to the APIs?,"Yes,No,N/A"
I.3.3,I. Application Management,"Does the organization have logical or physical segregation between web, application, and database components i.e., Internet, DMZ, Database?","Yes,No,N/A"
I.3.4,I. Application Management,"Are web server software security configuration standards reviewed and/or updated at least annually to account for any changes in environment, available security features and/or leading practices and validated against compliant documented software security standards?","Yes,No,N/A"
I.3.5,I. Application Management,Is HTTPS enabled for all web pages?,"Yes,No,N/A"
I.3.6,I. Application Management,Are all unnecessary/unused services in web server software uninstalled or disabled?,"Yes,No,N/A"
I.3.7,I. Application Management,Are sample applications and scripts removed from web servers?,"Yes,No,N/A"
I.3.8,I. Application Management,Are all web server software files maintained separate from the Operating System?,"Yes,No,N/A"
I.3.9,I. Application Management,Are available high-risk web server software security patches applied and verified at least monthly?,"Yes,No,N/A"
I.3.9.1,I. Application Management,"Are all web server patches, service packs, and hot fixes tested, documented, and approved prior to installation?","Yes,No,N/A"
I.3.9.2,I. Application Management,Are web server software patch successes and failures logged?,"Yes,No,N/A"
I.3.10,I. Application Management,Are third party alert services used to keep up to date with the latest web server software vulnerabilities?,"Yes,No,N/A"
I.3.11,I. Application Management,Are web server software versions that no longer have security patches released prohibited?,"Yes,No,N/A"
I.3.12,I. Application Management,Are web server software configuration options restricted to authorized users?,"Yes,No,N/A"
I.3.13,I. Application Management,"Are compilers, editors, or other development tools present in production web server environments?","Yes,No,N/A"
I.4,I. Application Management,Are mobile applications that access scoped systems and data developed?,"Yes,No,N/A"
I.4.1,I. Application Management,"Are any actions performed by the mobile application to access, process, transmit or locally store scoped systems and data?","Yes,No,N/A"
J.1,J. Cybersecurity Incident Mgmt,Has management approved and communicated a Cybersecurity Incident Management Program with a designated owner to maintain and review it?,"Yes,No,N/A"
J.1.1,J. Cybersecurity Incident Mgmt,Has the scope of the Incident Management Program been clearly defined?,"Yes,No,N/A"
J.4,J. Cybersecurity Incident Mgmt,Does the organization have a documented Incident Response Plan that outlines the escalation process?,"Yes,No,N/A"
J.4.1,J. Cybersecurity Incident Mgmt,Have the defined stakeholders and organizations received the Incident Response Plan and any updates?,"Yes,No,N/A"
J.4.2,J. Cybersecurity Incident Mgmt,"Does the Incident Response Plan include procedures for evidence collection, immediate security incident response, and comprehensive impact assessment, considering service downtime, affected clients or financial counterparts, transaction volume, and potential reputational impact?","Yes,No,N/A"
J.4.3.4,J. Cybersecurity Incident Mgmt,Are there any specific notification requirements for customers/clients in the Incident Response Plan's notification procedures?,"Yes,No,N/A"
J.4.4,J. Cybersecurity Incident Mgmt,Is there a specific methodology to regularly review the Incident Response Plan for potential incidents?,"Yes,No,N/A"
J.4.5,J. Cybersecurity Incident Mgmt,"Does the Incident Response Plan require identification and mitigation of all vulnerabilities that were exploited, removal of all malware, inappropriate materials, and other components, and remediation of any affected systems discovered after incident closure?","Yes,No,N/A"
J.4.6,J. Cybersecurity Incident Mgmt,"Does the Incident Response Plan include reporting incidents interdepartmentally from logging, help desk, security, and privacy offices?","Yes,No,N/A"
J.5,J. Cybersecurity Incident Mgmt,Is there a specific methodology to regularly review events on scoped systems or systems containing scoped data to uncover potential incidents?,"Yes,No,N/A"
J.5.1,J. Cybersecurity Incident Mgmt,Does regular security monitoring include alerts for malware infections and suspicious activity?,"Yes,No,N/A"
J.5.2,J. Cybersecurity Incident Mgmt,Is there an automated system to review and correlate log and/or behavioral events for Security Information and Event Management (SIEM)?,"Yes,No,N/A"
J.5.3,J. Cybersecurity Incident Mgmt,"Is system and data security monitored 24x7x365, including hosted environments?","Yes,No,N/A"
J.5.4,J. Cybersecurity Incident Mgmt,Does regular security monitoring include daily security alerts for scoped systems and data?,"Yes,No,N/A"
J.5.5,J. Cybersecurity Incident Mgmt,Does regular security monitoring include all changes to user access rights logged on scoped systems and data?,"Yes,No,N/A"
J.5.6,J. Cybersecurity Incident Mgmt,Does regular security monitoring include tracking all changes to privileged user access rights on all systems including those with scoped data?,"Yes,No,N/A"
J.5.7,J. Cybersecurity Incident Mgmt,Does regular security monitoring include Network IDS events?,"Yes,No,N/A"
J.5.8,J. Cybersecurity Incident Mgmt,Does regular security monitoring include behavioral activity indicating botnet traffic?,"Yes,No,N/A"
J.5.9,J. Cybersecurity Incident Mgmt,Does regular security monitoring include network device security events?,"Yes,No,N/A"
J.5.10,J. Cybersecurity Incident Mgmt,Does regular security monitoring include server security events?,"Yes,No,N/A"
J.5.11,J. Cybersecurity Incident Mgmt,Does regular security monitoring include Hypervisor security events?,"Yes,No,N/A"
J.5.12,J. Cybersecurity Incident Mgmt,"Does regular security monitoring include application, Web Server, and Database security events?","Yes,No,N/A"
J.6,J. Cybersecurity Incident Mgmt,Is a Cybersecurity Incident/Event Response team available 24x7x365?,"Yes,No,N/A"
J.7,J. Cybersecurity Incident Mgmt,Does documentation exist defining which personnel are authorized to speak with the public during adverse events?,"Yes,No,N/A"
J.8,J. Cybersecurity Incident Mgmt,"Is there a staffed form of communications (e.g., e-mail, web form, phone, etc.) available to customers/clients 24/7/365 to report security incidents?","Yes,No,N/A"
J.9,J. Cybersecurity Incident Mgmt,Is 24x7x365 security event monitoring of the hosting environment performed?,"Yes,No,N/A"
J.11,J. Cybersecurity Incident Mgmt,Has the organization outsourced its incident reporting responsibilities to a third-party service provider?,"Yes,No,N/A"
J.13,J. Cybersecurity Incident Mgmt,Are incidents promptly categorized and prioritized to respond to those with the most adverse impact on an organization?,"Yes,No,N/A"
J.14,J. Cybersecurity Incident Mgmt,Are the actions conducted during an incident investigation formally documented and protected from unauthorized changes?,"Yes,No,N/A"
J.16,J. Cybersecurity Incident Mgmt,"If the organization is a top-level domain (TLD) registry or domain registrar, is there an established, secure, dedicated database that hosts accurate and complete domain name registration data, including personal data?","Yes,No,N/A"
K.1,K. Operational Resilience,"Has the organization established a Business Resilience Policy, designated an owner to maintain and review it, and communicated it?","Yes,No,N/A"
K.1.1,K. Operational Resilience,Do the products and/or services specified in the scope of this assessment fall within the scope of the business resilience program?,"Yes,No,N/A"
K.1.2,K. Operational Resilience,Does the Business Resilience Program include an individual program owner with full responsibility and accountability?,"Yes,No,N/A"
K.1.3,K. Operational Resilience,Have appropriate actions been taken to ensure that constituents working under the Business Resilience Program have acquired the required competencies?,"Yes,No,N/A"
K.1.4,K. Operational Resilience,"Does the Business Resilience Program include a formal annual (or more frequent) executive management review of business continuity scope, key performance indicators, accomplishments, and risks?","Yes,No,N/A"
K.1.4.1,K. Operational Resilience,"Does the Business Resilience Program's annual review cover resource adequacy (people, tech, support, budget) and report key program activities, short-term/long-term objective attainment, and performance?","Yes,No,N/A"
K.1.4.2,K. Operational Resilience,Does the annual Business Resilience Program review cover critical suppliers/partners and reflect the current business environment?,"Yes,No,N/A"
K.1.5,K. Operational Resilience,"Is there documentation available for the Business Resilience Program, and are version and change control processes in place to track the history of changes?","Yes,No,N/A"
K.2,K. Operational Resilience,"Is there a formal, documented information technology disaster recovery exercise and testing program in place?","Yes,No,N/A"
K.2.1,K. Operational Resilience,Does the disaster recovery exercise and testing program have a designated program owner with full responsibility and accountability?,"Yes,No,N/A"
K.2.2,K. Operational Resilience,"Does disaster recovery testing include cyber, IT, and privacy resource unavailability, as well as recovery for production data centers, data stores, and critical network infrastructure?","Yes,No,N/A"
K.2.3,K. Operational Resilience,Have measurable recovery objectives been established and are test results evaluated for improvement of all critical systems and resources?,"Yes,No,N/A"
K.2.4,K. Operational Resilience,Is there an annual schedule of planned disaster recovery exercises and tests?,"Yes,No,N/A"
K.2.5,K. Operational Resilience,Is notification and recovery controls for critical service providers included in the disaster recovery exercise to ensure equivalency with production environment controls?,"Yes,No,N/A"
K.3,K. Operational Resilience,Are there any dependencies on critical third party service providers?,"Yes,No,N/A"
K.3.1,K. Operational Resilience,"Are there documented agreements and processes for immediate notification of disruptions from third-party service providers, including critical service providers' contact details?","Yes,No,N/A"
K.3.2,K. Operational Resilience,"Are all suppliers of critical hardware, network services and facility services involved in annual continuity and recovery tests?","Yes,No,N/A"
K.3.3,K. Operational Resilience,Have the notification and escalation protocols for key service provider personnel been established?,"Yes,No,N/A"
K.3.4,K. Operational Resilience,Have planned responses to business disruptions been coordinated with critical service providers?,"Yes,No,N/A"
K.3.5,K. Operational Resilience,"When business resilience procedures have been modified that affect key service provider personnel, has a process been implemented to notify them?","Yes,No,N/A"
K.3.6,K. Operational Resilience,"Are third parties required to perform, at a minimum, an annual functional disaster recovery test for the service provided?","Yes,No,N/A"
K.3.7,K. Operational Resilience,Are test results and remediation action plans provided by critical service providers after each test?,"Yes,No,N/A"
K.3.8,K. Operational Resilience,Are specific availability or service level requirements defined for those third party provided products and/or services?,"Yes,No,N/A"
K.4,K. Operational Resilience,Is there a pandemic/infectious disease outbreak plan?,"Yes,No,N/A"
K.4.1,K. Operational Resilience,"Does the pandemic plan include preventive measures, documented strategies, social distancing procedures, testing programs, and oversight programs?","Yes,No,N/A"
K.5,K. Operational Resilience,Is scoped data backed up and stored offsite?,"Yes,No,N/A"
K.5.1,K. Operational Resilience,Is there a policy or process for the backup of production data?,"Yes,No,N/A"
K.5.2,K. Operational Resilience,Are backup integrity and related restoration procedures tested at least annually?,"Yes,No,N/A"
K.5.3,K. Operational Resilience,Are backup and replication errors reviewed and resolved as required?,"Yes,No,N/A"
K.5.4,K. Operational Resilience,Are offline data backups protected from destructive malware or other threats that may corrupt production and online backup versions of data?,"Yes,No,N/A"
K.6,K. Operational Resilience,"Is there a formal process focused on identifying and addressing risks of disruptive events to business operations (e.g., operational risk assessment?)","Yes,No,N/A"
K.6.1,K. Operational Resilience,"Does an Operational risk assessment consider natural, technological, and human-caused hazards and establish risk treatment criteria?","Yes,No,N/A"
K.7,K. Operational Resilience,Have formal procedures for business continuity been developed and documented?,"Yes,No,N/A"
K.7.1,K. Operational Resilience,Does the organization have a procedure to restore the security of information for critical business processes in the event of an interruption or failure?,"Yes,No,N/A"
K.9,K. Operational Resilience,"Is there a policy or procedure in place within the organization to ensure that there is an appropriate organizational structure ready to deal with any disruptions, with personnel who have the necessary responsibility, authority, and competence to prepare for and mitigate such situations?","Yes,No,N/A"
K.9.1,K. Operational Resilience,"Does the organization have a policy or procedure in place to guarantee that its information and communications technology (ICT) continuity plans, which include response and recovery procedures for managing ICT service disruptions, are regularly evaluated through exercises and tests and approved by management?","Yes,No,N/A"
K.9.2,K. Operational Resilience,Do formal business continuity procedures include specific actions to be taken in response to a disruptive event for each business activity/process supporting the products and/or services specified in the scope of this assessment?,"Yes,No,N/A"
K.9.3,K. Operational Resilience,"Do the formal business continuity procedures include manual steps for critical functions, as applicable?","Yes,No,N/A"
K.9.4,K. Operational Resilience,"Do formal business continuity procedures include the continuity of information security activities and processes (e.g., intrusion detection, vulnerability management, log collection)?","Yes,No,N/A"
K.9.5,K. Operational Resilience,"Do formal business continuity procedures include the continuity of IT operations activities and processes (e.g., network operations, data center operations, help desk)?","Yes,No,N/A"
K.10,K. Operational Resilience,"Has senior management assigned the responsibility for overall management of business disruption events, critical response, and recovery efforts to an individual or team?","Yes,No,N/A"
K.10.1,K. Operational Resilience,"Do response and recovery activities include conditions for activating the plan(s), and the associated roles and responsibilities?","Yes,No,N/A"
K.10.2,K. Operational Resilience,Do response and recovery activities include mechanisms to communicate with customers/clients?,"Yes,No,N/A"
K.10.3,K. Operational Resilience,"Do response and recovery activities include notification and escalation to relevant stakeholders including regulatory agencies, emergency responders, and law enforcement?","Yes,No,N/A"
K.11,K. Operational Resilience,Is there a data retention policy or process with a retention schedule for scoped data?,"Yes,No,N/A"
K.11.1,K. Operational Resilience,Does the data retention policy define retention history parameters based on information security provided guidance about dormant malware?,"Yes,No,N/A"
K.11.2,K. Operational Resilience,Does all scoped data fully adhere to the data retention policy?,"Yes,No,N/A"
K.12,K. Operational Resilience,"Is there a plan for managing a data recovery effort in the aftermath of a successful data compromising cyberattack (e.g., ransomware, data-wipe malware)?","Yes,No,N/A"
K.13,K. Operational Resilience,Has a business impact analysis been conducted?,"Yes,No,N/A"
K.13.1,K. Operational Resilience,Is the business impact analysis validated and/or refreshed at least annually?,"Yes,No,N/A"
K.16,K. Operational Resilience,Is there a periodic (at least annual) review of the business resilience procedures?,"Yes,No,N/A"
K.17,K. Operational Resilience,Are documented disaster recovery procedures regularly reviewed and address the recovery of critical networks and systems?,"Yes,No,N/A"
K.18,K. Operational Resilience,"Is there a backup procedure in place for the organization's information, software, and systems?","Yes,No,N/A"
K.18.1,K. Operational Resilience,"Does the organization have a procedure for backing up their information, applications, and systems stored on a cloud service?","Yes,No,N/A"
K.20,K. Operational Resilience,"Does the disaster recovery documentation cover everything, including applications, procedures for employees and external parties, and a process for recording results?","Yes,No,N/A"
K.21,K. Operational Resilience,"Does business continuity testing cover scenarios such as critical personnel loss, unavailability of specific resources, IT process recovery, and sharing test results with customers?","Yes,No,N/A"
K.22,K. Operational Resilience,Are there established business resilience testing exercise scenarios addressing cyber resilience?,"Yes,No,N/A"
K.23,K. Operational Resilience,Is there sufficient redundancy capacity to ensure services are not impacted in multi-tenancy environments during peak usage and above?,"Yes,No,N/A"
K.24,K. Operational Resilience,Is there sufficient volume or disk partitioning to prevent inadvertent resource bottlenecks from guest operating systems?,"Yes,No,N/A"
K.26,K. Operational Resilience,"Is software, configuration settings, and related documentation kept in an off-site repository?","Yes,No,N/A"
K.30,K. Operational Resilience,Is there a resiliency strategy that includes a multi-vendor strategy that mitigates key dependencies on third-party service providers?,"Yes,No,N/A"
K.31,K. Operational Resilience,"Does the organization have a Threat-Led Penetration Test (TPLT) program that includes necessary measures and safeguards when involving ICT third-party service providers as participants, while ensuring full compliance with local regulations and retaining overall responsibility?","Yes,No,N/A"
K.36,K. Operational Resilience,"Are comprehensive exit plans for ICT services, including appropriate contingency measures to maintain business continuity are being documented, tested, and reviewed periodically?","Yes,No,N/A"
L.1,L. Compliance Management,"Are there policies and procedures to ensure compliance with applicable legislative, regulatory, and contractual requirements?","Yes,No,N/A"
L.1.1,L. Compliance Management,Is there a documented process to identify and assess regulatory changes that could significantly affect the delivery of products and services?,"Yes,No,N/A"
L.1.1.1,L. Compliance Management,"Does the regulatory change management process include receiving alerts, monitoring updates, logging, and implementing changes as required to comply with its regulatory obligations?","Yes,No,N/A"
L.1.2,L. Compliance Management,"Are business licenses, permits, or registrations maintained in all jurisdictions where required?","Yes,No,N/A"
L.2,L. Compliance Management,"Is a web site(s) maintained or hosted for the purpose of advertising, offering, managing, or servicing accounts, products, or services to clients' customers?","Yes,No,N/A"
L.2.1,L. Compliance Management,"Are terms of sale, dispute and/or return of goods procedures available online?","Yes,No,N/A"
L.2.2,L. Compliance Management,"Is there a documented process for receiving and responding to inquiries, complaints, and requests directly from individuals or the client's customers?","Yes,No,N/A"
L.2.3,L. Compliance Management,"Is there a documented process to receive and respond to complaints, inquiries and requests from business or trade associations (e.g., BBB, GMOs, chambers of commerce, PCI Council) and from government agencies, including state attorneys general?","Yes,No,N/A"
L.2.5,L. Compliance Management,"Are due diligence procedures (e.g., screening of third parties and fourth parties) included in the Anti-Bribery and Anti-Corruption policies and procedures?","Yes,No,N/A"
L.2.6,L. Compliance Management,"Are Anti-Bribery and Anti-Corruption violation reporting mechanisms, including whistleblowing procedures included in the policies and procedures?","Yes,No,N/A"
L.3,L. Compliance Management,Are there policies and procedures for addressing antitrust and anti-competitive business practices?,"Yes,No,N/A"
L.3.1,L. Compliance Management,Is training on Anti-Trust and Anti-Competitive Business Practices required for all relevant constituents?,"Yes,No,N/A"
L.4,L. Compliance Management,Is there a documented internal compliance and ethics program?,"Yes,No,N/A"
L.4.1,L. Compliance Management,Has the organization established its standards of conduct concerning integrity and ethical values that are understood by all levels and by outsourced service providers?,"Yes,No,N/A"
L.4.2,L. Compliance Management,Is there a whistleblowing policy and/or separate communication channel procedure to report compliance issues?,"Yes,No,N/A"
L.4.3,L. Compliance Management,"Do employees undergo annual training regarding company expectations related to non-disclosure of insider information, code of conduct, conflicts of interest, and compliance and ethics responsibilities?","Yes,No,N/A"
L.5,L. Compliance Management,"Are documented policies and procedures maintained to enforce applicable legal, regulatory, or contractual cybersecurity compliance obligations?","Yes,No,N/A"
L.5.1,L. Compliance Management,"Are all systems regularly reviewed for compliance with all cybersecurity legal, contractual, and policy requirements?","Yes,No,N/A"
L.6,L. Compliance Management,Are there policies and procedures for detecting and preventing internal and external fraud?,"Yes,No,N/A"
L.6.1,L. Compliance Management,Are there documented and defined monitoring and oversight functions for suspected fraud instances or fraud investigations?,"Yes,No,N/A"
L.7,L. Compliance Management,"Are there procedures for managing conflicting regulatory record retention and deletion requirements as part of eDiscovery obligations e.g., managing legal holds or preservation requests pending vs. deletion schedules?","Yes,No,N/A"
L.8,L. Compliance Management,"Is there an internal audit, risk management, or compliance department, or similar management oversight function with responsibility for tracking resolution of outstanding regulatory or compliance issues?","Yes,No,N/A"
L.8.1,L. Compliance Management,Does the internal audit function have independence from the lines of business?,"Yes,No,N/A"
L.8.2,L. Compliance Management,Is there non-audit staff dedicated to compliance and risk responsibilities?,"Yes,No,N/A"
L.9,L. Compliance Management,"Is there a compliance program or set of policies and procedures in place to restrict activities or transactions for sanctioned countries e.g., country blocking, transaction blocking, surveillance, etc.?","Yes,No,N/A"
L.9.1,L. Compliance Management,"Is a sanctions risk assessment performed on all relevant entities within the organization on a periodic basis, with results shared with management?","Yes,No,N/A"
L.9.2,L. Compliance Management,"Does the compliance program include compliance and sanction checks (e.g., Office of Foreign Assets Controls","Yes,No,N/A"
L.10,L. Compliance Management,Do the services in scope for this assessment include providing any call center related services?,"Yes,No,N/A"
L.11,L. Compliance Management,"Are marketing, selling, or collections activities conducted directly with client's customers?","Yes,No,N/A"
L.12,L. Compliance Management,Are outbound collections activities conducted directly with Client's customers?,"Yes,No,N/A"
L.13,L. Compliance Management,Is training on legislative and regulatory requirements provided and updated on a regular basis for employees with access to scoped data and/or scoped systems?,"Yes,No,N/A"
L.14,L. Compliance Management,"Is there a set of policies and procedures that address logging, tracking, and reporting compliance issues to management?","Yes,No,N/A"
L.14.1,L. Compliance Management,"Are regulatory alerts and changes in law that impact products or services reported routinely to management and if appropriate, to the Board of Directors?","Yes,No,N/A"
L.15,L. Compliance Management,Is there a set of policies and procedures that address Anti-Money Laundering obligations?,"Yes,No,N/A"
L.16,L. Compliance Management,"Is there a documented identify theft prevention program approved by management in place to detect, prevent, and mitigate identify theft?","Yes,No,N/A"
L.17,L. Compliance Management,Is there a compliance program or set of policies and procedures that address International Trade and Export Compliance?,"Yes,No,N/A"
L.18,L. Compliance Management,Are any entities involved in the delivery of scoped services licensed or regulated by the New York Department of Financial Services (NYDFS)?,"Yes,No,N/A"
L.231,L. Compliance Management,"Are there procedures to identify and rectify non-compliance with regulatory requirements promptly, including suitable and proportionate corrective actions?","Yes,No,N/A"
M.1,M. Endpoint Security,"Do desktops, laptops, tablets, or smartphones transmit, process, or store Scoped data?","Yes,No,N/A"
M.1.1,M. Endpoint Security,Does the organization's build and hardening standards criteria deploy endpoint security features to secure and prevent cybercriminals from gaining access to their network?,"Yes,No,N/A"
M.1.2,M. Endpoint Security,Are constituents allowed to utilize mobile devices within the organization's environment?,"Yes,No,N/A"
M.1.3,M. Endpoint Security,Is there a mobile device management program in place that has been approved by management and communicated to appropriate constituents?,"Yes,No,N/A"
M.1.4,M. Endpoint Security,Can constituents access corporate e-mail using mobile devices?,"Yes,No,N/A"
M.1.5,M. Endpoint Security,Are non-company managed computing devices used to connect to the company network?,"Yes,No,N/A"
M.1.6,M. Endpoint Security,Are any mobile devices with access to scoped data Constituent owned (BYOD)?,"Yes,No,N/A"
M.1.7,M. Endpoint Security,"Does the organization protect the confidentiality, integrity, availability, and safety of endpoint devices?","Yes,No,N/A"
M.1.8,M. Endpoint Security,Are there end user device security configuration standards?,"Yes,No,N/A"
M.1.9,M. Endpoint Security,Are defined procedures in place to identify and correct systems without anti-virus at least weekly for all end user devices?,"Yes,No,N/A"
M.1.10,M. Endpoint Security,Are mobile devices evaluated as part of the IT Risk Management program?,"Yes,No,N/A"
M.1.11,M. Endpoint Security,"Can constituents access, view, store and connect to scoped data/systems using mobile devices?","Yes,No,N/A"
M.1.12,M. Endpoint Security,"Is a technical solution in place to enforce mobile device security requirements e.g., PIN, encryption, remote wipe, etc.?","Yes,No,N/A"
M.1.13,M. Endpoint Security,Prior to device on-boarding are constituents required to sign a legal agreement which details the obligations and rights related to mobile devices?,"Yes,No,N/A"
M.1.14,M. Endpoint Security,Is there a process or procedure for responding to mobile device data compromise events?,"Yes,No,N/A"
M.1.15,M. Endpoint Security,"Is there an approved process for IT to offboard mobile devices when a Constituent terminates, or requests to on-board a new mobile device?","Yes,No,N/A"
M.1.16,M. Endpoint Security,Is the identity management system (directory services) integrated with mobile infrastructure to support people joining/leaving/changing roles in the enterprise?,"Yes,No,N/A"
M.1.17,M. Endpoint Security,Are mobile operating system versions that are deemed end of life permitted to connect to scoped systems and data?,"Yes,No,N/A"
M.1.18,M. Endpoint Security,"Are all unnecessary/unused services uninstalled or disabled for end user devices used for accessing, transmitting, processing, or storing scoped data on end user devices?","Yes,No,N/A"
M.1.19,M. Endpoint Security,Are all available high-risk security patches applied and verified at least monthly on all end-user devices?,"Yes,No,N/A"
M.1.20,M. Endpoint Security,Are end user device operating system versions that no longer have patches released prohibited?,"Yes,No,N/A"
M.1.21,M. Endpoint Security,Are anti-malware software version and engine upgrade deployment failures reviewed at least weekly for all end user devices?,"Yes,No,N/A"
M.1.22,M. Endpoint Security,Are periodic configuration reviews performed at least quarterly and when a change is made to anti-malware standards?,"Yes,No,N/A"
M.1.23,M. Endpoint Security,Is there a requirement to physically secure end user systems when left unattended?,"Yes,No,N/A"
M.1.24,M. Endpoint Security,Are there controls to protect scoped data stored on portable media or devices from unauthorized access?,"Yes,No,N/A"
M.1.25,M. Endpoint Security,Is security approval required prior to implementing non-standard computing devices operating equipment?,"Yes,No,N/A"
M.1.26,M. Endpoint Security,Is security approval required prior to implementing freeware or shareware applications on computing devices?,"Yes,No,N/A"
M.1.27,M. Endpoint Security,"Is installation of software on company-owned equipment (e.g., workstations, mobile devices) restricted to administrators?","Yes,No,N/A"
